Thema,Onderwerp,Tekst,Externe links,URL
,,"Je zult er maar mee zitten!  Bij het Sociaal Team Gouda kijken we niet naar salarissen of waar je vandaan komt. Ons uitgangspunt is: waar wil je naar toe? Als je hulp nodig hebt om je goed te kunnen redden in het dagelijks leven, met kleine of grote vragen, ben je bij het Sociaal Team Gouda van harte welkom. Ook inwoners met een middeninkomen (of hoger inkomen) zijn bij ons aan het goede adres. Bel gerust naar 088 900 4321 of stuur een e-mail naar . Om in het web van regels, regelingen, mogelijkheden je weg te vinden helpen we je op deze website al op weg. Lees meer op de volgende pagina’s of bekijk alvast de video’s hieronder.","https://sociaalteamgouda.nl/activiteit/cursus-grip-op-je-geld/, https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/onderwerp/mijn-administratie-op-orde-brengen/, https://sociaalteamgouda.nl/onderwerp/op-welke-uitkeringen-en-toeslagen-heb-ik-recht/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/hulp-bij-de-belastingaangiftepapierwinkel-en-bibliotheek-bieden-weer-hulp-voor-gouwenaars/, https://sociaalteamgouda.nl/activiteit/financieel-spreekuur/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/onderwerp/uitkomen-met-geld/, https://sociaalteamgouda.nl/thema/geld-en-schulden/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/onderwerp/ik-heb-schulden/, https://sociaalteamgouda.nl/jongeren-check-je-belastingaangifte-misschien-krijg-je-geld-terug/, https://sociaalteamgouda.nl/onderwerp/besparingstips/, https://sociaalteamgouda.nl/activiteit/webinar-financiele-gezondheid/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/onderwerp/ik-heb-vragen-over-wetten-regelingen-of-voorzieningen/, https://sociaalteamgouda.nl/activiteit/papierwinkel/",https://sociaalteamgouda.nl/onderwerp/geldzorgen/
,,Het is belangrijk dat je een overzicht maakt van het geld dat je ontvangt en hoeveel geld je uitgeeft. Met een goed overzicht weet je ook of je schulden hebt. En hoe hoog deze schulden misschien zijn.,"https://sociaalteamgouda.nl/activiteit/cursus-grip-op-je-geld/, https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/wp-content/uploads/2023/02/Overzicht-inkomsten-en-uitgaven.pdf, https://sociaalteamgouda.nl.transurl.nl/subject/ik-zoek-werk/, https://berekenuwrecht.nibud.nl/#/panel/0, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/thema/werk-uitkering-en-leren/, https://sociaalteamgouda.nl/aanmeldformulier/, https://www.berekenuwrechtplus.nl/app/scherm10.php?u=1641267414.315.92003150902202, https://sociaalteamgouda.nl/hulp-bij-de-belastingaangiftepapierwinkel-en-bibliotheek-bieden-weer-hulp-voor-gouwenaars/, https://sociaalteamgouda.nl/activiteit/financieel-spreekuur/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/onderwerp/een-laag-inkomen-en-sporten-of-naar-een-culturele-activiteit/, https://sociaalteamgouda.nl/thema/geld-en-schulden/, https://www.gouda.nl/direct-regelen/geld-en-werk/geldzorgen-en-uitkering/melding-hulp-bij-werk-en-inkomen, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://www.uwv.nl/particulieren/, https://sociaalteamgouda.nl/jongeren-check-je-belastingaangifte-misschien-krijg-je-geld-terug/, https://sociaalteamgouda.nl/activiteit/webinar-financiele-gezondheid/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://www.nibud.nl/consumenten/een-maandbegroting-maken/, https://sociaalteamgouda.nl/wp-content/uploads/2023/02/2023-02-in-en-uitgaven-overzicht.xlsx, https://sociaalteamgouda.nl/activiteit/papierwinkel/",https://sociaalteamgouda.nl/onderwerp/hulp-bij-inkomen/
,,Wil je besparen op je uitgaven? Meer geld overhouden aan het einde van de maand? Lees hier tips om geld te besparen. Deze tips komen van de websites van het NIBUD en TPS.,"https://sociaalteamgouda.nl/activiteit/cursus-grip-op-je-geld/, https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://www.nibud.nl/tools/stappenplan-bespaarplan-maken/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/hulp-bij-de-belastingaangiftepapierwinkel-en-bibliotheek-bieden-weer-hulp-voor-gouwenaars/, https://sociaalteamgouda.nl/activiteit/financieel-spreekuur/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/thema/geld-en-schulden/, https://voorhetzelfdegeld.files.wordpress.com/2015/10/voor-hetzelfde-geld-2019-interactief.pdf, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://www.milieucentraal.nl/eten-en-drinken/voedselverspilling/, https://sociaalteamgouda.nl/jongeren-check-je-belastingaangifte-misschien-krijg-je-geld-terug/, https://www.gouda.nl/direct-regelen/bouwen-en-ondernemen/verduurzamen/gratis-energie-advies/, https://sociaalteamgouda.nl/activiteit/webinar-financiele-gezondheid/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/activiteit/papierwinkel/, https://www.nibud.nl/onderwerpen/uitgaven/kosten-energie-water/#Besparen",https://sociaalteamgouda.nl/onderwerp/besparingstips/
,,‘.  Tijdens het webinar leer je over verschillende elementen die met financiële gezondheid te maken hebben.,"https://sociaalteamgouda.nl/activiteit/cursus-grip-op-je-geld/, https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/hulp-bij-de-belastingaangiftepapierwinkel-en-bibliotheek-bieden-weer-hulp-voor-gouwenaars/, https://sociaalteamgouda.nl/activiteit/financieel-spreekuur/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/activiteit/papierwinkel/, https://sociaalteamgouda.nl/jongeren-check-je-belastingaangifte-misschien-krijg-je-geld-terug/, https://sociaalteamgouda.nl/thema/geld-en-schulden/, https://sociaalteamgouda.nl/activiteit/webinar-financiele-gezondheid/",https://sociaalteamgouda.nl/onderwerp/21-november-om-1900-uur-gratis-webinar-financiele-gezondheid-voor-inwoners-met-een-middeninkomen/
,,"Wil je weten op welke uitkering, toeslagen of tegemoetkomingen je recht hebt? Bekijk dan de . Ook andere organisaties kunnen je van dienst zijn. Deze geven advies en je kunt hier bijvoorbeeld ook voorbeeldbrieven vinden. . De sociaal raadslieden helpen je met vragen over: Sociaal raadslieden kunnen je ook helpen met: Heb je zorgen of vragen over één van de onderwerpen hierboven? Neem zo snel mogelijk contact met ons op. Hoe eerder je hulp in schakelt, hoe meer vervelende situaties we kunnen voorkomen. Hulp van sociaal raadslieden is . Voor informatie over een juridisch onderwerp kun je bij sociaal raadslieden én bij andere organisaties terecht. Deze geven advies en je kunt hier bijvoorbeeld ook voorbeeldbrieven vinden. Via sommige organisaties kun je ook een klacht indienen. Als je dit doet via een organisatie, moet je vaak wel eerst al geprobeerd hebben de klacht zelf in te dienen.","https://sociaalteamgouda.nl/activiteit/cursus-grip-op-je-geld/, https://www.consuwijzer.nl/, https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://www.huurcommissie.nl/, https://www.kifid.nl/, https://sociaalteamgouda.nl/activiteit/koffietijd/, https://sociaalteamgouda.nl/onderwerp/op-welke-uitkeringen-en-toeslagen-heb-ik-recht/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://www.bnnvara.nl/kassa, https://www.fraudehelpdesk.nl/, https://sociaalteamgouda.nl/hulp-bij-de-belastingaangiftepapierwinkel-en-bibliotheek-bieden-weer-hulp-voor-gouwenaars/, https://sociaalteamgouda.nl, https://www.juridischloket.nl/, https://radar.avrotros.nl/, https://sociaalteamgouda.nl/thema/geld-en-schulden/, https://www.eccnederland.nl/nl, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/activiteit/sirenelunch/, https://sociaalteamgouda.nl/activiteit/wijksafari/, https://sociaalteamgouda.nl/jongeren-check-je-belastingaangifte-misschien-krijg-je-geld-terug/, https://www.bnnvara.nl/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/contact",https://sociaalteamgouda.nl/onderwerp/ik-heb-vragen-over-wetten-regelingen-of-voorzieningen/
,,We konden geen gerelateerde activiteiten vinden.,"https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://www.nationaleberoepengids.nl/beroepskeuzetest, https://sociaalteamgouda.nl/thema/werk-uitkering-en-leren/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl, https://www.studiekeuze123.nl/opleidingen, https://hetkantoorvannu.nl/wp-content/uploads/2019/01/studiekeuzedoeboek-anke.pdf, https://duo.nl/particulier/, https://www.goudawijzer.nl/is/een-vraag-over-2/opleiding-en-inburgering/opleiding, https://sociaalteamgouda.nl/3365-2/, https://www.gouda.nl/direct-regelen/leren-en-spelen/scholen/hulp-bij-het-vinden-van-een-opleiding, https://www.jobpersonality.com/beroepskeuzetest, https://www.leerwerkloket.nl/, https://www.jobpersonality.com/competentietest",https://sociaalteamgouda.nl/onderwerp/hoe-vind-ik-een-opleiding-die-bij-mij-past/
,,We konden geen gerelateerde activiteiten vinden.,"https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://jobhulpmaatje.nl/locaties/gouda/, https://www.hetbruisnest.nl/, https://in-gouda.nl/subject/vrijwilligerswerk/, https://jobon.nl/, https://www.google.com/maps/search/uitzendbureau+gouda/@52.0227313,4.7161767,14z/data=!3m1!4b1, https://wspmiddenholland.nl/werkzoekenden/hoe-we-kunnen-helpen/werkcafe/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/thema/werk-uitkering-en-leren/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl, https://in-gouda.nl/subject/hulp-bij-vinden-van-werk/, https://www.goudvoorelkaar.nl/hulpvragen/, https://www.gouda.nl/direct-regelen/leren-en-spelen/scholen/hulp-bij-het-vinden-van-een-opleiding, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://www.humanitas.nl/onze-vrijwilligers/, https://sociaalteamgouda.nl/3365-2/, http://www.werk.nl/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://www.leerwerkloket.nl/",https://sociaalteamgouda.nl/onderwerp/ik-zoek-werk/
,,"Neem dan contact op met de schoolcontactpersoon via de school waar jij of jouw kind op zit. Iedere school in Gouda heeft een vast schoolcontactpersoon. Weet je niet hoe je die persoon direct kan benaderen? Neem dan contact op met de intern begeleider of zorgcoördinator van de school. Je kunt ook opnemen met het Sociaal Team Gouda en vragen naar de schoolcontactpersoon. Kom naar het . Je kunt langs bij het spreekuur. Je kunt ook meedoen met een taalcafé, leescafé of andere bijeenkomst.","https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/thema/werk-uitkering-en-leren/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/aanmeldformulier/, https://www.bibliotheekgouda.nl/taalhuis/aanbod.html, https://sociaalteamgouda.nl/thema/gezin-en-opvoeding/, https://sociaalteamgouda.nl/activiteit/inloop-op-school/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/3365-2/, https://sociaalteamgouda.nl/contact/",https://sociaalteamgouda.nl/onderwerp/hulp-bij-onderwijs/
,,"Gefeliciteerd en … aan de slag! Want wat verandert er nu en wat wordt er van je verwacht?  De Rijksoverheid heeft zelf op een rij gezet waar je aan moet denken als je 18 jaar wordt. Klik voor deze checklist. Je kunt dan met hulp van vragen meer te weten komen wat je in jouw situatie kan en moet doen. Voor een eenvoudigere versie van de checklist is er . Of volg een eenvoudige gratis online training: Als je 18 jaar wordt veranderen er een aantal geldzaken. Hier onder kort wat aandachtspunten: helpt bij het regelen van zaken als een bankrekening, zorgverzekeringen, zorgtoeslag en DigiD. Voor inwoners van Gouda met een laag inkomen (max 120% van de bijstandsnorm) heeft de gemeente een collectieve zorgverzekering afgesloten bij . Je krijgt dan misschien een zorgverzekering voor een lagere prijs. Kijk voor meer informatie op de . Voor studenten zijn er ook voordelige verzekeringen. Om goed te kunnen vergelijken kun je kijken op of op . Dit zijn vergelijkingssites. Vanaf je 18e kun je zelfstandig wonen. Wil je je inschrijven voor een huurwoning en/of een studentenkamer? Dat doe je bij . Kijk eventueel ook op de pagina op deze website. Je kunt ook voor kamers kijken op bijvoorbeeld . Als je 18 jaar bent, zorg je voor je eigen inkomen. Dit kan met werk, studiefinanciering of een combinatie hiervan. Misschien werk je al of (nog) niet. Goed om te weten; als je inwoner bent van Gouda en jonger bent dan 28 jaar, dan kun je met een jongerencoach van de gemeente op zoek naar een passende opleiding of werk. Kijk op de .","https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/thema/gezin-en-opvoeding/, https://sociaalteamgouda.nl/onderwerp/ik-zoek-werk/, https://www.startpuntgeldzaken.nl/gouda/alle-geldplannen/geldplan-bijna-18/, https://www.independer.nl/zorgverzekering/intro.aspx, https://www.vgz.nl/zorgverzekering/gemeenten, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/thema/werk-uitkering-en-leren/, https://sociaalteamgouda.nl/aanmeldformulier/, https://www.rijksoverheid.nl/onderwerpen/achttien-jaar-worden/vraag-en-antwoord/checklist-bij-18-jaar-worden, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/activiteit/inloop-op-school/, http://www.kamernet.nl/, https://sociaalteamgouda.nl/onderwerp/hoe-vind-ik-een-opleiding-die-bij-mij-past/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/training/18-en-nu/, https://sociaalteamgouda.nl/3365-2/, https://www.wijzeringeldzaken.nl/18-worden/, https://www.gouda.nl/direct-regelen/geld-en-werk/extras-bij-laag-inkomen/zorgverzekering-met-korting, https://www.gouda.nl/direct-regelen/geld-en-werk/werk/hulp-bij-het-vinden-van-een-opleiding, https://www.woningnetregiomiddenholland.nl/, https://sociaalteamgouda.nl/onderwerp/hoe-kom-ik-aan-een-woonruimte/, https://www.hoezitdat.info/gouda/689453/18-jaar-en-dan.html, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://www.zorgwijzer.nl/zorgvergelijker/studenten",https://sociaalteamgouda.nl/onderwerp/ik-word-18-wat-nu/
,,We konden geen gerelateerde activiteiten vinden.,"https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://www.goudawijzer.nl/is/een-vraag-over-2/opleiding-en-inburgering/inburgeren, https://sociaalteamgouda.nl/thema/werk-uitkering-en-leren/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/aanmeldformulier/, https://www.bibliotheekgouda.nl/taalhuis/aanbod.html, https://sociaalteamgouda.nl, http://www.vluchtelingenwerk.nl/, https://sociaalteamgouda.nl/3365-2/, http://www.ind.nl/, http://www.vluchtelingenwerk.nl/zuidwestnederland/vluchtelingenwerk-gouda",https://sociaalteamgouda.nl/onderwerp/ik-ben-nieuw-in-nederland/
,,"Bijvoorbeeld: Dat kan soms erg lastig zijn. Soms kun je ook moeilijk ‘nee’ zeggen. Daardoor weet je niet hoe je goed voor jezelf kunt opkomen. Sociaal Team Gouda helpt je graag. Samen kunnen we problemen oplossen. Neem daarvoor op met het Sociaal Team Gouda. Misschien herken je dit wel bij iemand om je heen. Sociaal Team Gouda helpt jou of diegene graag. Als je merkt dat dingen niet vanzelf gaan, heb je soms ook andere problemen. Bijvoorbeeld met je administratie. Of in je relatie of in je gezin. Soms ben je erg somber of bang. Of misschien drink je vaak alcohol of gebruik je drugs. Samen kunnen we problemen oplossen. Sociaal Team Gouda helpt je daar graag mee. Neem daarvoor met ons op. We konden geen gerelateerde activiteiten vinden.","https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/thema/werk-uitkering-en-leren/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/3365-2/, https://sociaalteamgouda.nl/contact/",https://sociaalteamgouda.nl/onderwerp/ik-vind-veel-dingen-moeilijk/
,,"Probeer eerst overzicht te krijgen en te ontspannen. Ook al lijkt dat gek, omdat je zoveel te doen hebt. Sommigen willen graag sporten of bewegen, anderen willen juist ergens zitten of een boek lezen. Als je hoofd rustiger is, krijg je beter overzicht over wat nú belangrijk is. Vraag op tijd hulp van een professional. Neem op met het Sociaal Team Gouda of bijvoorbeeld je huisarts. We konden geen gerelateerde activiteiten vinden.","https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://www.mentaalvitaal.nl/oefenen/problemen-oplossen-doe-je-zo, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://wijzijnmind.nl/psychische-klachten/psychipedia/stress/zelf-iets-doen-bij-stress/timemanagement, http://www.sportpuntgouda.nl/sport-activiteiten/sport-spelzoeker, https://sociaalteamgouda.nl/fit-happy-voor-kinderen-met-autisme/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/activiteit/loopgroep-in-gouda/, https://sociaalteamgouda.nl/contact/, https://sociaalteamgouda.nl/maandelijkse-inzamelingsactie-voor-de-voedselbank-gouda/, https://sociaalteamgouda.nl/thema/gezondheid-en-stress/",https://sociaalteamgouda.nl/onderwerp/ik-wil-minder-stress/
,,"Het is belangrijk dat je het probleem bij je kind herkent. Dan kun je jouw vragen aan je kind aanpassen, zodat je jouw kind niet overvraagt. Je kunt je kind helpen door de situatie voor je kind goed overzichtelijk te maken en veel uitleg te geven. Dan voelt je kind zich veilig. Neem hier echt de tijd voor. Bij het ondersteunen van een kind met een beperking, kan meer nodig zijn dan deze tips. Daar kun je hulp bij krijgen. Misschien heb je als ouder ondersteuning nodig om je kind te blijven helpen. Je hoeft het als ouder niet alleen te doen. Aarzel niet om op te nemen met Sociaal Team Gouda.","https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/thema/werk-uitkering-en-leren/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/thema/gezin-en-opvoeding/, https://sociaalteamgouda.nl/activiteit/inloop-op-school/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/3365-2/, https://sociaalteamgouda.nl/contact/",https://sociaalteamgouda.nl/onderwerp/mijn-kind-heeft-leerproblemen/
,,Kijk rond op deze website om te kijken hoe je hulp verder kunt kijken. Bijvoorbeeld of . Aarzel ook niet om op te nemen met het Sociaal Team Gouda. Dan helpen we je graag.,"https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/thema/gezin-en-opvoeding/, https://sociaalteamgouda.nl/activiteit/inloop-op-school/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/onderwerp/werken-aan-mijn-relatie/, https://sociaalteamgouda.nl/onderwerp/je-administratie-op-orde-brengen/, https://sociaalteamgouda.nl/contact/",https://sociaalteamgouda.nl/onderwerp/hulp-voor-mijn-gezin/
