Thema,Onderwerp,Tekst,Externe links,URL
,,Bijvoorbeeld bij deze situaties: Op de staan veel tips voor ouders en kinderen. Heb je hulp nodig of maak je je zorgen? Aarzel dan niet om op te nemen met het Sociaal Team Gouda. Het Sociaal Team werkt met JeugdMATCH. In dit systeem is te zien welke hulpverleners bij jongeren en gezinnen met jongeren betrokken zijn. Zo kunnen we elkaar makkelijker vinden en de hulp op elkaar afstemmen. In JeugdMATCH staat geen informatie over de hulpvraag. Als wij contact willen opnemen met andere hulpverleners vragen we toestemming aan de ouders en de kinderen vanaf 12 jaar. Voor meer informatie:,"https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://www.cjggouda.nl/, https://sociaalteamgouda.nl/thema/gezin-en-opvoeding/, https://eur06.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.cjgprof.nl%2Fpagina%2Fjeugdmatch%2F671978&data=05%7C02%7Cc.carolus%40kwadraad.nl%7C5a1583a59949482fbd2d08dc8f9b137a%7C04e5b0d8098445c4b9c7eb4d890eb55b%7C0%7C0%7C638543143434755417%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=TcrarbupLsjN6B5NH2e3qrjqjswQP0vCVQxOewV9zNc%3D&reserved=0, https://sociaalteamgouda.nl, https://www.oudersvannu.nl/, https://sociaalteamgouda.nl/activiteit/inloop-op-school/, https://sociaalteamgouda.nl/contact/, https://www.online-opvoedhulp.nl/blog/",https://sociaalteamgouda.nl/onderwerp/opvoeden-en-opgroeien/
,,We konden geen gerelateerde activiteiten vinden.,"https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://wijzijnmind.nl/psychische-klachten/psychipedia/stress/zelf-iets-doen-bij-stress/timemanagement, https://sociaalteamgouda.nl/fit-happy-voor-kinderen-met-autisme/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/maandelijkse-inzamelingsactie-voor-de-voedselbank-gouda/, https://sociaalteamgouda.nl/thema/gezondheid-en-stress/",https://sociaalteamgouda.nl/onderwerp/ik-wil-mij-minder-somber-voelen/
,,Je kunt luisteren naar diegene die ziek is. Vaak is een luisterend oor genoeg. Je hoeft geen oplossing of advies te geven. Zorg ook dan goed voor jezelf. Ook jij hebt verdriet en dus tijd nodig om dingen te verwerken. Het kan heel lastig voor je zijn om naast iemand te staan die ziek is. Je kunt misschien hulp inschakelen van . Bij hen kun je je melden als mantelzorger. Zij kunnen je in contact brengen met lotgenoten en bieden ontspannende activiteiten met lotgenoten. We konden geen gerelateerde activiteiten vinden.,"https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/fit-happy-voor-kinderen-met-autisme/, https://sociaalteamgouda.nl/maandelijkse-inzamelingsactie-voor-de-voedselbank-gouda/, https://sociaalteamgouda.nl, https://gezondidee.mumc.nl/zo-kun-je-iemand-met-een-ernstige-levensbedreigende-ziekte-steunen, https://respijtzorg.mantelzorgcentraal.nl/steunpunt-midden-holland-1083/, https://sociaalteamgouda.nl/thema/gezondheid-en-stress/",https://sociaalteamgouda.nl/onderwerp/hoe-kan-ik-omgaan-met-mijn-ziekte/
,,"Ook huwelijksdwang, als iemand wordt gedwongen om te trouwen, is geweld. Dan trouwt diegene tegen zijn zin met iemand anders. Je kunt bij het Sociaal Team Gouda terecht als je hulp zoekt. We luisteren goed naar je, kunnen je helpen om afspraken te maken over veiligheid of helpen je stappen te ondernemen om het geweld te stoppen. Neem gerust op met ons. Of neem contact op met één van de andere organisaties. Ben je slachtoffer van huiselijk geweld? Zoek dan hulp bij Veilig Thuis. Bel naar 0800 – 2000. Dit telefoonnummer is gratis en altijd bereikbaar. Als je belt, word je gevraagd om jouw plaatsnaam in te spreken. Daarmee kom je vanzelf terecht bij de regionale organisatie bij jou in de buurt. Ben je in direct gevaar? Bel dan 112. Slachtoffers van seksueel misbruik kunnen voor hulp en advies terecht bij de Hulplijn Seksueel Misbruik. De hulplijn is er ook voor getuigen van seksueel misbruik. Of voor mensen die een slachtoffer van seksueel misbruik in hun omgeving willen helpen. Het telefoonnummer is 0900 – 9999 001. Het is op werkdagen bereikbaar van 9.00 – 17.00 uur. Kinderen jongeren tot 18 jaar kunnen bellen naar de Kindertelefoon. Het telefoonnummer is 0800 – 0432. Het is iedere dag bereikbaar van 11.00 uur tot 21.00 uur.","https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/thema/gezin-en-opvoeding/, https://sociaalteamgouda.nl/activiteit/inloop-op-school/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/contact/",https://sociaalteamgouda.nl/onderwerp/huiselijk-geweld/
,,"Laat je kind kennis maken met sporten. Dan beweegt je kind niet alleen, het leert ook andere kinderen kennen. organiseert voor kinderen activiteiten zoals sportkennismakingslessen. Je kunt ook thuis sporten met je kind. De Brede School biedt allerlei . Te weinig geld voor een sportclub of andere beweging? Dan kunnen kinderen met de misschien toch gratis sporten. Heb je hier nog vragen over? Neem dan contact op met Sociaal Team Gouda. We konden geen gerelateerde activiteiten vinden.","https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://www.reumagouda.nl/, https://www.bsgouda.nl/, https://sociaalteamgouda.nl/activiteiten/, https://www.sportpuntgouda.nl/Bewegen-leefstijl/projecten-brede-school/sportkennismakingslessen, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/fit-happy-voor-kinderen-met-autisme/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/onderwerp/een-laag-inkomen-en-sporten-of-naar-een-culturele-activiteit/, https://www.thuisarts.nl/gezonde-leefstijl/ik-wil-gezond-eten, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://goudabruist.nl/web/lijst/activiteiten.vm?thema=6, https://sociaalteamgouda.nl/onderwerp/ik-wil-minder-stress/, https://sociaalteamgouda.nl/maandelijkse-inzamelingsactie-voor-de-voedselbank-gouda/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://www.gouda.nl/direct-regelen/geld-en-werk/extras-bij-laag-inkomen/gratis-rotterdampas-voor-kinderen-van-0-t-m-17-jaar, https://www.sportpuntgouda.nl/, https://sociaalteamgouda.nl/activiteit/loopgroep-in-gouda/, https://sociaalteamgouda.nl/thema/gezondheid-en-stress/",https://sociaalteamgouda.nl/onderwerp/hoe-kan-ik-gezonder-leven/
,,Zet eerst op een rij wat jou zou helpen. Wanneer en waarbij loop je vast en heb je dus hulp nodig? Is dat alleen op één moment van de dag? Of heb je vaker hulp nodig? Het is goed om te weten dat er een eigen bijdrage wordt gevraagd. Ons advies is dan ook om goed te kijken naar de voorwaarden. Het is soms in je voordeel om iets zelf te kopen en te installeren.,"https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl, https://www.goudawijzer.nl/is/een-vraag-over-2/wonen-en-huishouden/huishouden, https://sociaalteamgouda.nl/activiteit/themabijeenkomsten-voor-ouderen/, https://www.gouda.nl/direct-regelen/zorg-en-hulp/gezondheid-en-zorg/hulp-bij-het-huishouden, http://ocogouda.nl, https://sociaalteamgouda.nl/themabijeenkomsten-een-veilig-gevoel/, https://www.goudawijzer.nl/is/een-vraag-over-2/wonen-en-huishouden/huis-aanpassen/zelf-aanpassingen-doen, https://sociaalteamgouda.nl/thema/hulp-bij-zorgen-wonen-en-vervoer/",https://sociaalteamgouda.nl/onderwerp/hulp-of-hulpmiddelen-in-huis/
,,"Heb je voor lange tijd een hulpmiddel nodig voor kortere afstanden? Bijvoorbeeld een scootmobiel, rolstoel of rollator? Dan kun je die misschien krijgen van de gemeente Gouda of zelf kopen. Soms wordt een hulpmiddel vergoed door je zorgverzekeraar. Dat hangt af van de manier waarop je verzekerd bent. Meer informatie vind je: Heb je hulp nodig bij bijvoorbeeld leerlingenvervoer, reizen met het openbaar vervoer, ziekenvervoer of ander vervoer door middel van een indicatie? Kijk dan op . Neem contact op met de voor de hulpmiddelen bij vervoer. Heb je hulp nodig om de aanvraag te doen bij de gemeente? Dan helpt de van het Sociaal Team Gouda je.","https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://www.goudawijzer.nl/is/een-vraag-over-2/vervoer/hulpmiddelen-bij-verplaatsen, https://groeneharthopper.nl/, https://www.gouda.nl/direct-regelen/zorg-en-hulp/gezondheid-en-zorg, https://sociaalteamgouda.nl/contact/, https://www.gouda.nl/direct-regelen/zorg-en-hulp/gezondheid-en-zorg/wmo-pas-voor-korting-op-groeneharthopper, https://sociaalteamgouda.nl/thema/hulp-bij-zorgen-wonen-en-vervoer/, https://sociaalteamgouda.nl/activiteiten/, http://gouda.nl, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/activiteit/themabijeenkomsten-voor-ouderen/, https://www.vervoerspuntgouda.nl/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://www.zonnebloem.nl/doe-mee/eropuit/auto-huren, https://www.valys.nl/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/activiteit/papierwinkel/, https://www.goudawijzer.nl/is/een-vraag-over-2/vervoer/taxi-bus-trein, https://sociaalteamgouda.nl/themabijeenkomsten-een-veilig-gevoel/",https://sociaalteamgouda.nl/onderwerp/hulp-bij-vervoer-of-reizen/
,,"Ook kinderen of jongeren kunnen mantelzorger zijn. Dan is er bijvoorbeeld iemand thuis lang ziek, gehandicapt, verslaafd in de war of depressief en maak je je daar zorgen over. Of je helpt als kind of jongere thuis vaak mee. Ben jij jonge mantelzorger? Neem dan ook contact op met het Sociaal Team Gouda als je hulp nodig hebt. Mantelzorgtaken kunnen best zwaar zijn. Soms realiseer je je het pas laat, dat de taken zwaar zijn. Neem dan gerust contact op met het Sociaal Team Gouda. Samen met jou bekijken we wat je nodig hebt om de balans als mantelzorger te houden. Bijvoorbeeld door een gesprek en het in kaart brengen van je situatie. Ook kunnen we helpen bij het aanvragen van indicaties. Of het invullen van formulieren die belangrijk zijn om je werk als mantelzorger vol te kunnen houden, zoals hulp in de huishouding of vervangende mantelzorg. Als je mantelzorger bent is het belangrijk om je te registreren als mantelzorger. Zo blijf je op de hoogte van activiteiten die voor jou worden georganiseerd. Zoals de jaarlijkse Dag van de Mantelzorg, een respijtdag of workshops voor mantelzorgers. Ook ontvang je dan de jaarlijkse mantelzorg attentie vanuit de gemeente. Daarnaast krijg je als geregistreerd mantelzorger twee keer per jaar gratis het magazine ‘MantelKRACHT’ thuis gestuurd. Hierin staat belangrijke informatie voor jou als mantelzorger. Ieder jaar krijgen mantelzorgers een gratis cadeautje van de gemeente Gouda. Daarvoor moet je je wel als mantelzorger. Mantelzorgers kunnen bij de gemeente Gouda . Hiervoor betaal je dan een klein bedrag. Als je hulp nodig hebt bij het aanvragen, kun je contact opnemen met het Sociaal Team Gouda. Soms is het fijn als iemand anders je mantelzorgtaken even kan overnemen. Dan heb je even tijd voor jezelf. Deze vervangende mantelzorg heet respijtzorg. Je kunt dit aan een vrijwilliger vragen of aan de gemeente Gouda. Kijk hiervoor op de website of neem contact op met . Als je hulp nodig hebt bij het aanvragen, kun je contact opnemen met het Sociaal Team Gouda of met MantelzorgCentraal. Dan kun je bij de gemeente een parkeervergunning met korting . Als je hulp nodig hebt bij het aanvragen, kun je contact opnemen met het Sociaal Team Gouda. Als je als mantelzorger zorgt voor een ander, ben je via de vrijwilligersverzekering van de gemeente Gouda. We konden geen gerelateerde activiteiten vinden.","https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://gouda.mantelzorgcentraal.nl/waardering/, https://www.gouda.nl/direct-regelen/zorg-en-hulp/gezondheid-en-zorg/verzekering-voor-mantelzorger, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/thema/mantelzorg-ik-zorg-voor-iemand-anders/, http://www.respijtwijzergouda.nl, https://www.gouda.nl/direct-regelen/zorg-en-hulp/gezondheid-en-zorg/parkeervergunning-mantelzorger, http://2becool.nl, https://mantelzorgcentraal.nl/2becool, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/workshop-in-balans-voor-mantelzorgers/, https://gouda.mantelzorgcentraal.nl/, https://www.gouda.nl/direct-regelen/zorg-en-hulp/gezondheid-en-zorg/vergoeding-hulp-bij-het-huishouden-voor-mantelzorger, https://sociaalteamgouda.nl/dag-van-de-mantelzorg-2/",https://sociaalteamgouda.nl/onderwerp/ik-ben-mantelzorger-en-zoek-ondersteuning/
,,Heb je vragen over gender of identiteit? Heb je twijfels over wie je bent of waar je op valt? Of wil je meer weten over de LHBTIQ+ gemeenschap? Dan nodigen we je graag uit om eens te komen praten met een van onze sociaal werkers.  Het is ontzettend lastig als je stoeit met jezelf. Het kan dan helpen om met iemand te praten. Bij het Sociaal Team Gouda kan je in vertrouwen jouw zorgen kwijt of je vragen stellen. Denk aan vragen als: We konden geen gerelateerde activiteiten vinden.,"https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/hulp-bij-de-belastingaangiftepapierwinkel-en-bibliotheek-bieden-weer-hulp-voor-gouwenaars/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/jongeren-check-je-belastingaangifte-misschien-krijg-je-geld-terug/, https://sociaalteamgouda.nl/thema/gezondheid-en-stress/",https://sociaalteamgouda.nl/onderwerp/gender-en-identiteit/
,,"Het kan helpen om met iemand te praten over je verlies. Misschien heb je familie of vrienden die met je willen praten. Soms kan het ook juist heel moeilijk zijn om je verdriet met mensen te delen die de overledene ook kennen. Gevoelens van verlies wegstoppen en negeren helpt niet en veroorzaakt op langere termijn vaak andere problemen. In Gouda is er bijvoorbeeld stichting Boek en Troost. Zij bieden op een laagdrempelige manier lotgenotencontact, hulp en begeleiding bij rouwen in de vorm van bijv. een Rouwcafé en andere activiteiten. Ga naar de website voor het aanbod en meer informatie. Het tv-programma ‘Het Klokhuis’ (ZAPP) maakte in 2021 een serie over dood gaan, verlies en rouw. In onderstaand filmpje wordt er in het kort uitgelegd wat rouw en verlies is. Hoewel Het Klokhuis een kinderprogramma is, geeft het ook heldere en begrijpelijke informatie voor volwassenen. Heb je het heel erg moeilijk met het verlies en loop je na langere tijd vast? Neem dan contact op met bijvoorbeeld je huisarts,  de POH-GGZ of met het Sociaal Team Gouda. We kijken dan samen hoe verder. We konden geen gerelateerde activiteiten vinden.","https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/thema/eenzaamheid-rouw-en-verlies/, https://sociaalteamgouda.nl/week-van-het-samenzijn-2022/, https://sociaalteamgouda.nl/activiteiten/, https://boek-en-troost.nl/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl, https://www.thuisarts.nl/rouw/ik-rouw, http://www.daanwesterink.nl/rouwen/, https://sociaalteamgouda.nl/week-tegen-eenzaamheid-2024/, https://www.slachtofferhulp.nl/emotionele-hulp/omgaan-met-verlies/rouwen/",https://sociaalteamgouda.nl/onderwerp/ik-heb-een-dierbare-verloren/
,,"Neem gerust op met het Sociaal Team Gouda, we helpen je graag.","https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/activiteit/cursus-houd-me-vast/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/thema/relatie-of-scheiding/, https://sociaalteamgouda.nl/activiteiten/, https://www.villapinedo.nl/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/hoe-sara-toch-haar-weg-vond-na-de-scheiding/, https://sociaalteamgouda.nl/contact/, https://www.kindertelefoon.nl/, https://www.ouders-uit-elkaar.nl/",https://sociaalteamgouda.nl/onderwerp/mijn-ouders-gaan-uit-elkaar/
,,"Iedereen heeft wel eens ruzie. Hebben jullie erg vaak ruzie en loopt het soms zelfs uit de hand? Neem dan de tijd om samen te kijken naar de dieperliggende oorzaak. Soms zijn er andere oorzaken waardoor je niet lekker in je vel zit en daardoor snel ruzie kan krijgen. Merken jullie dat je er zelf niet uit komt? Aarzel niet en . Kijk ook bij activiteiten, in de balk hieronder, of er een cursus of spreekuur is waar je terecht kunt.","https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/thema/relatie-of-scheiding/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/hoe-sara-toch-haar-weg-vond-na-de-scheiding/, https://sociaalteamgouda.nl.transurl.nl/contact/, https://sociaalteamgouda.nl/activiteit/cursus-houd-me-vast/",https://sociaalteamgouda.nl/onderwerp/werken-aan-mijn-relatie/
,,"Omdat de impact van een scheiding op kinderen erg groot kan zijn, kun je het beste voor tips en hulp direct opnemen met het Sociaal Team Gouda. Denk aan hulp bij het vertellen aan de kinderen, het opstellen van een ouderschapsplan of wennen aan de situatie na de scheiding.","https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/thema/relatie-of-scheiding/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/hoe-sara-toch-haar-weg-vond-na-de-scheiding/, https://sociaalteamgouda.nl/contact/, https://sociaalteamgouda.nl/activiteit/cursus-houd-me-vast/",https://sociaalteamgouda.nl/onderwerp/scheiden-en-kinderen/
,,"In de damestoiletten beneden In de gang, naast de keuken Links naast de balie In de gang, bij het toilet beneden","https://sociaalteamgouda.nl/activiteit/cursus-grip-op-je-geld/, https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://sociaalteamgouda.nl/activiteit/sirenelunch/, https://sociaalteamgouda.nl/activiteit/wijksafari/, https://sociaalteamgouda.nl/hulp-bij-de-belastingaangiftepapierwinkel-en-bibliotheek-bieden-weer-hulp-voor-gouwenaars/, https://sociaalteamgouda.nl, https://www.google.com/maps/d/viewer?mid=1O15L1jL6iAZRvHdF0LuKcOCpluo6ATB5&ll=52.12584856940395%2C5.349475749999986&z=7, https://sociaalteamgouda.nl/jongeren-check-je-belastingaangifte-misschien-krijg-je-geld-terug/, https://sociaalteamgouda.nl/activiteit/koffietijd/, https://sociaalteamgouda.nl/thema/gezondheid-en-stress/",https://sociaalteamgouda.nl/onderwerp/uitgiftepunten-menstruatieproducten/
,,"Lees dan Als jullie hebben besloten uit elkaar te gaan, zoekt één van de partners een andere woonruimte. Wat er mogelijk is, hangt af van de financiële situatie. Neem dan contact op met een hypotheekadviseur om jullie financiën inzichtelijk te maken. Misschien moeten jullie het huis verkopen en allebei verhuizen. Misschien kan één van jullie in het huis blijven wonen, terwijl de andere op zoek gaat naar een andere woning. Als je op zoek moet naar een (sociaal) huurhuis, kun je urgentie aanvragen bij de woningbouwvereniging. Lees meer op de pagina ‘ ’ Als je getrouwd bent of een geregistreerd partnerschap hebt, wordt de scheiding officieel uitgesproken door de rechter. Jij en je partner hebben een advocaat of bemiddelaar/mediator nodig om de afspraken goed op papier te zetten. Denk aan de financiën, afspraken over partneralimentatie en de verdeling van jullie spullen. Denk ook aan het regelen van andere zaken:","https://sociaalteamgouda.nl/nieuws/, https://sociaalteamgouda.nl/10-nieuwe-trainingen-beschikbaar/, https://sociaalteamgouda.nl/ik-zoek-hulp/, https://sociaalteamgouda.nl/thema/relatie-of-scheiding/, https://sociaalteamgouda.nl/onderwerp/hoe-kom-ik-aan-een-woonruimte/, https://sociaalteamgouda.nl/activiteiten/, https://sociaalteamgouda.nl/aanmeldformulier/, https://sociaalteamgouda.nl/volg-een-gratis-training/, https://uitelkaar.nl/docs/default-source/downloads-bibliotheek/checklist-scheiden-uitelkaar-nl.pdf, https://sociaalteamgouda.nl, https://sociaalteamgouda.nl/hoe-sara-toch-haar-weg-vond-na-de-scheiding/, https://sociaalteamgouda.nl/onderwerp/scheiden-en-kinderen/, https://www.rijksoverheid.nl/onderwerpen/scheiden/vraag-en-antwoord/checklist-bij-scheiden-of-uit-elkaar-gaan, https://sociaalteamgouda.nl/activiteit/cursus-houd-me-vast/, https://www.scheidingsplein.nl/gouda/",https://sociaalteamgouda.nl/onderwerp/we-gaan-scheiden-wat-moeten-we-regelen/
